"Area Type"," Area"," Area Name"," Standard Occupational Code"," Occupational Title"," Employment","Mean Wage"," Median Wage"," Entry Wage"," Experienced Wage                                                                                                                                                                                                                                             "
"10","6","Mohawk Valley","21-1021","Child, Family, and School Social Workers","740","$63,876","$60,349","$48,695","$71,466"
"10","6","Mohawk Valley","21-1022","Healthcare Social Workers","410","$61,460","$59,390","$46,270","$69,055"
"10","6","Mohawk Valley","21-1023","Mental Health and Substance Abuse Social Workers","270","$75,009","$74,190","$52,237","$86,395"
"10","6","Mohawk Valley","21-1029","Social Workers, All Other","80","$80,628","$81,116","$60,228","$90,828"
"10","6","Mohawk Valley","21-1091","Health Educators","60","$66,555","$59,184","$40,753","$79,456"
"10","6","Mohawk Valley","21-1092","Probation Officers and Correctional Treatment Specialists","210","$75,613","$76,430","$59,028","$83,905"
"10","6","Mohawk Valley","21-1093","Social and Human Service Assistants","870","$46,103","$42,788","$35,432","$51,437"
"10","6","Mohawk Valley","21-1094","Community Health Workers","90","$49,116","$47,510","$38,968","$54,190"
"10","6","Mohawk Valley","21-1099","Community and Social Service Specialists, All Other","150","$69,767","$66,403","$55,888","$76,707"
"10","6","Mohawk Valley","21-2011","Clergy","180","$61,859","$49,055","$43,790","$70,893"
"10","6","Mohawk Valley","21-2021","Directors, Religious Activities and Education","60","$56,070","$47,872","$35,430","$66,389"
"10","6","Mohawk Valley","23-0000","Legal Occupations","920","$119,592","$98,700","$53,521","$152,628"
"10","6","Mohawk Valley","23-1011","Lawyers","510","$137,755","$119,784","$67,817","$172,723"
"10","6","Mohawk Valley","23-1023","Judges, Magistrate Judges, and Magistrates","150","$160,971","$177,594","$98,113","$192,401"
"10","6","Mohawk Valley","23-2011","Paralegals and Legal Assistants","200","$58,535","$52,622","$44,560","$65,523"
"10","6","Mohawk Valley","23-2093","Title Examiners, Abstractors, and Searchers","50","$64,552","$62,165","$41,622","$76,017"
"10","6","Mohawk Valley","25-0000","Education, Training, and Library Occupations","15,990","$64,407","$61,372","$36,166","$78,527"
"10","6","Mohawk Valley","25-1011","Business Teachers, Postsecondary","130","$85,617","$79,779","$51,620","$102,615"
"10","6","Mohawk Valley","25-1032","Engineering Teachers, Postsecondary","90","$85,596","$80,048","$55,934","$100,426"
"10","6","Mohawk Valley","25-1042","Biological Science Teachers, Postsecondary","120","$76,334","$70,632","$50,793","$89,105"
"10","6","Mohawk Valley","25-1066","Psychology Teachers, Postsecondary","100","$72,374","$66,529","$48,272","$84,426"
"10","6","Mohawk Valley","25-1069","Social Sciences Teachers, Postsecondary, All Other",,"$78,051","$84,376","$55,509","$89,322"
"10","6","Mohawk Valley","25-1071","Health Specialties Teachers, Postsecondary","200","$118,996","$86,525","$51,683","$152,653"
"10","6","Mohawk Valley","25-1081","Education Teachers, Postsecondary","170","$75,324","$57,916","$41,275","$92,349"
"10","6","Mohawk Valley","25-1121","Art, Drama, and Music Teachers, Postsecondary","260","$88,132","$83,795","$51,392","$106,502"
"10","6","Mohawk Valley","25-1123","English Language and Literature Teachers, Postsecondary","130","$78,277","$65,373","$45,857","$94,487"
"10","6","Mohawk Valley","25-1126","Philosophy and Religion Teachers, Postsecondary","50","$88,867","$85,201","$52,135","$107,233"
"10","6","Mohawk Valley","25-1194","Vocational Education Teachers, Postsecondary","100","$68,690","$61,897","$49,778","$78,147"
"10","6","Mohawk Valley","25-2011","Preschool Teachers, Except Special Education","370","$44,871","$37,750","$33,528","$50,543"
"10","6","Mohawk Valley","25-2012","Kindergarten Teachers, Except Special Education","200","$74,891","$76,865","$54,685","$84,995"
"10","6","Mohawk Valley","25-2021","Elementary School Teachers, Except Special Education","2,270","$74,788","$76,959","$54,608","$84,878"
"10","6","Mohawk Valley","25-2022","Middle School Teachers, Except Special and Career/Technical Education","980","$77,414","$79,438","$57,200","$87,521"
"10","6","Mohawk Valley","25-2023","Career/Technical  Education Teachers, Middle School","60","$75,984","$79,546","$52,726","$87,614"
"10","6","Mohawk Valley","25-2031","Secondary School Teachers, Except Special and Career/Technical Education","2,030","$77,669","$79,045","$55,240","$88,884"
"10","6","Mohawk Valley","25-2032","Career/Technical Education Teachers, Secondary School","240","$75,738","$76,324","$56,086","$85,564"
"10","6","Mohawk Valley","25-2051","Special Education Teachers, Preschool","60","$62,250","$59,425","$48,894","$68,929"
"10","6","Mohawk Valley","25-2052","Special Education Teachers, Kindergarten and Elementary School","480","$71,076","$63,568","$53,063","$80,082"
"10","6","Mohawk Valley","25-2057","Special Education Teachers, Middle School","180","$73,502","$71,295","$55,054","$82,726"
"10","6","Mohawk Valley","25-2058","Special Education Teachers, Secondary School","480","$78,515","$77,759","$59,068","$88,240"
"10","6","Mohawk Valley","25-3021","Self-Enrichment Education Teachers","400","$52,682","$47,825","$35,283","$61,381"
"10","6","Mohawk Valley","25-3031","Substitute Teachers, Short-Term","990","$43,533","$37,564","$32,992","$48,803"
"10","6","Mohawk Valley","25-3041","Tutors","170","$51,146","$45,885","$33,421","$60,009"
"10","6","Mohawk Valley","25-3099","Teachers and Instructors, All Other","60","$69,675","$74,969","$54,621","$77,203"
"10","6","Mohawk Valley","25-4012","Curators",,"$60,102","$52,744","$39,314","$70,496"
"10","6","Mohawk Valley","25-4013","Museum Technicians and Conservators",,"$51,183","$49,741","$39,970","$56,790"
"10","6","Mohawk Valley","25-4022","Librarians and Media Collections Specialists","280","$63,776","$62,366","$40,926","$75,202"
"10","6","Mohawk Valley","25-4031","Library Technicians","140","$39,365","$35,799","$32,240","$42,990"
"10","6","Mohawk Valley","25-9031","Instructional Coordinators","270","$74,978","$69,715","$51,408","$86,763"
"10","6","Mohawk Valley","25-9044","Teaching Assistants, Postsecondary","180","$62,308","$55,081","$40,946","$72,987"
"10","6","Mohawk Valley","25-9045","Teaching Assistants, Except Postsecondary","3,330","$36,125","$34,632","$32,240","$38,164"
"10","6","Mohawk Valley","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","1,990","$59,726","$43,319","$34,090","$72,544"
"10","6","Mohawk Valley","27-1011","Art Directors",,"$96,195","$96,036","$66,465","$111,060"
"10","6","Mohawk Valley","27-1021","Commercial and Industrial Designers",,"$74,162","$70,160","$56,035","$83,225"
"10","6","Mohawk Valley","27-1022","Fashion Designers",,"$94,030","$68,738","$52,605","$114,743"
"10","6","Mohawk Valley","27-1024","Graphic Designers","150","$60,919","$53,199","$40,365","$71,196"
"10","6","Mohawk Valley","27-1025","Interior Designers","50","$54,569","$51,348","$38,935","$62,386"
"10","6","Mohawk Valley","27-1026","Merchandise Displayers and Window Trimmers",,"$36,159","$34,924","$33,554","$37,460"
"10","6","Mohawk Valley","27-2012","Producers and Directors","60","$93,124","$65,768","$44,741","$117,316"
"10","6","Mohawk Valley","27-2022","Coaches and Scouts","350","$56,332","$52,548","$37,523","$65,737"
"10","6","Mohawk Valley","27-2041","Music Directors and Composers",,"$137,982","$67,228","$45,345","$184,300"
"10","6","Mohawk Valley","27-3011","Radio and Television Announcers",,"$49,229","$48,191","$32,597","$57,544"
"10","6","Mohawk Valley","27-3023","News Analysts, Reporters, and Journalist",,"$53,602","$38,535","$34,270","$63,268"
"10","6","Mohawk Valley","27-3031","Public Relations Specialists","180","$75,466","$65,439","$49,907","$88,245"
"10","6","Mohawk Valley","27-3042","Technical Writers",,"$84,715","$81,370","$59,396","$97,375"
"10","6","Mohawk Valley","27-3043","Writers and Authors",,"$66,495","$49,956","$37,485","$81,000"
"10","6","Mohawk Valley","27-3091","Interpreters and Translators",,"$70,046","$55,327","$45,181","$82,478"
"10","6","Mohawk Valley","27-3092","Court Reporters and Simultaneous Captioners",,"$110,810","$111,008","$95,385","$118,522"
"10","6","Mohawk Valley","27-4011","Audio and Video Equipment Technicians",,"$54,594","$49,316","$39,717","$62,033"
"10","6","Mohawk Valley","27-4021","Photographers",,"$55,467","$51,529","$34,699","$65,849"
"10","6","Mohawk Valley","27-4031","Camera Operators, Television, Video, and Motion Picture",,"$46,858","$32,824","$32,824","$53,873"
"10","6","Mohawk Valley","29-0000","Healthcare Practitioners and Technical Occupations","12,140","$99,102","$83,025","$51,657","$122,824"
"10","6","Mohawk Valley","29-1011","Chiropractors",,"$83,134","$88,628","$55,780","$96,810"
"10","6","Mohawk Valley","29-1021","Dentists, General","130","$190,784","$166,108","$83,740","$244,306"
"10","6","Mohawk Valley","29-1031","Dietitians and Nutritionists","130","$78,005","$77,432","$55,809","$89,102"
"10","6","Mohawk Valley","29-1041","Optometrists",,"$141,094","$137,338","$79,224","$172,029"
"10","6","Mohawk Valley","29-1051","Pharmacists","420","$132,760","$135,332","$103,610","$147,333"
"10","6","Mohawk Valley","29-1071","Physician Assistants","300","$138,958","$133,275","$113,492","$151,690"
"10","6","Mohawk Valley","29-1081","Podiatrists",,"$140,689","$124,929","$70,035","$176,016"
"10","6","Mohawk Valley","29-1122","Occupational Therapists","290","$82,545","$80,991","$61,611","$93,011"
"10","6","Mohawk Valley","29-1123","Physical Therapists","360","$90,321","$88,097","$67,070","$101,946"
"10","6","Mohawk Valley","29-1124","Radiation Therapists",,"$113,248","$120,023","$85,750","$126,997"
"10","6","Mohawk Valley","29-1125","Recreational Therapists",,"$58,926","$57,892","$45,182","$65,797"
"10","6","Mohawk Valley","29-1126","Respiratory Therapists","160","$89,527","$84,036","$73,288","$97,647"
"10","6","Mohawk Valley","29-1127","Speech-Language Pathologists","290","$87,974","$82,419","$62,866","$100,528"
"10","6","Mohawk Valley","29-1129","Therapists, All Other",,"$74,437","$71,781","$49,339","$86,985"
"10","6","Mohawk Valley","29-1131","Veterinarians","80","$129,169","$129,076","$89,507","$148,999"
"10","6","Mohawk Valley","29-1141","Registered Nurses","3,890","$93,372","$90,486","$71,861","$104,128"
"10","6","Mohawk Valley","29-1151","Nurse Anesthetists","60","$292,533",,"$256,470",
"10","6","Mohawk Valley","29-1171","Nurse Practitioners","360","$133,582","$129,982","$102,379","$149,184"
"10","6","Mohawk Valley","29-1216","General Internal Medicine Physicians","160","$245,266","$206,140","$83,926","$325,937"
"10","6","Mohawk Valley","29-1218","Obstetricians and Gynecologists",,"$281,060",,"$172,355",
"10","6","Mohawk Valley","29-1221","Pediatricians, General","50","$267,668","$210,849","$151,583","$325,712"
"10","6","Mohawk Valley","29-1223","Psychiatrists","50","$261,007",,"$149,813",
"10","6","Mohawk Valley","29-1224","Radiologists",,"$403,084",,"$191,275",
"10","6","Mohawk Valley","29-1229","Physicians, All Other","130","$255,006","$196,541","$114,785","$325,116"
"10","6","Mohawk Valley","29-1249","Surgeons, All Other",,"$351,618",,"$217,085",
"10","6","Mohawk Valley","29-1292","Dental Hygienists","290","$87,950","$85,314","$74,928","$94,461"
"10","6","Mohawk Valley","29-2010","Clinical Laboratory Technologists and Technicians","290","$75,991","$78,570","$45,176","$91,397"
"10","6","Mohawk Valley","29-2032","Diagnostic Medical Sonographers","150","$91,294","$89,544","$76,889","$98,497"
"10","6","Mohawk Valley","29-2033","Nuclear Medicine Technologists",,"$105,029","$101,191","$87,681","$113,703"
"10","6","Mohawk Valley","29-2034","Radiologic Technologists","350","$80,206","$81,812","$60,870","$89,874"
"10","6","Mohawk Valley","29-2035","Magnetic Resonance Imaging Technologists","70","$89,495","$87,992","$73,796","$97,345"
"10","6","Mohawk Valley","29-2042","Emergency Medical Technicians","360","$41,583","$40,238","$36,785","$43,982"
"10","6","Mohawk Valley","29-2043","Paramedics","140","$60,632","$60,348","$52,964","$64,467"
"10","6","Mohawk Valley","29-2051","Dietetic Technicians","50","$46,470","$43,207","$35,127","$52,141"
"10","6","Mohawk Valley","29-2052","Pharmacy Technicians","580","$41,688","$38,217","$34,741","$45,162"
"10","6","Mohawk Valley","29-2055","Surgical Technologists","70","$65,302","$65,122","$51,027","$72,439"
"10","6","Mohawk Valley","29-2056","Veterinary Technologists and Technicians","140","$52,052","$50,084","$45,402","$55,377"
"10","6","Mohawk Valley","29-2057","Ophthalmic Medical Technicians","90","$43,847","$46,019","$36,224","$47,659"
"10","6","Mohawk Valley","29-2061","Licensed Practical and Licensed Vocational Nurses","1,430","$59,550","$59,326","$50,903","$63,873"
"10","6","Mohawk Valley","29-2072","Medical Records Specialists","170","$50,024","$47,661","$37,217","$56,427"
"10","6","Mohawk Valley","29-2081","Opticians, Dispensing","80","$62,448","$62,430","$45,994","$70,676"
"10","6","Mohawk Valley","29-2099","Health Technologists and Technicians, All Other","130","$57,839","$50,067","$39,005","$67,256"
"10","6","Mohawk Valley","29-9091","Athletic Trainers",,"$61,553","$58,476","$53,708","$65,475"
"10","6","Mohawk Valley","29-9093","Surgical Assistants",,"$53,285","$51,823","$38,953","$60,450"
"10","6","Mohawk Valley","31-0000","Healthcare Support Occupations","13,600","$42,080","$38,921","$34,929","$45,656"
"10","6","Mohawk Valley","31-1120","Home Health & Personal Care Aides","9,440","$40,538","$37,419","$34,246","$43,684"
"10","6","Mohawk Valley","31-1131","Nursing Assistants","2,210","$41,937","$39,969","$37,280","$44,266"
"10","6","Mohawk Valley","31-1132","Orderlies","70","$39,638","$38,409","$34,128","$42,393"
"10","6","Mohawk Valley","31-1133","Psychiatric Aides","250","$66,968","$70,119","$47,569","$76,668"
"10","6","Mohawk Valley","31-2011","Occupational Therapy Assistants","60","$59,441","$58,151","$47,152","$65,587"
"10","6","Mohawk Valley","31-2021","Physical Therapist Assistants","140","$59,179","$58,056","$49,716","$63,911"
"10","6","Mohawk Valley","31-2022","Physical Therapist Aides",,"$39,774","$36,871","$33,204","$43,058"
"10","6","Mohawk Valley","31-9011","Massage Therapists","50","$83,716","$52,266","$37,329","$106,911"
"10","6","Mohawk Valley","31-9091","Dental Assistants","400","$47,229","$47,362","$39,375","$51,155"
"10","6","Mohawk Valley","31-9092","Medical Assistants","400","$44,411","$43,543","$37,895","$47,669"
"10","6","Mohawk Valley","31-9093","Medical Equipment Preparers","100","$45,199","$46,345","$37,356","$49,120"
"10","6","Mohawk Valley","31-9094","Medical Transcriptionists","50","$39,163","$38,487","$32,240","$42,625"
"10","6","Mohawk Valley","31-9095","Pharmacy Aides","70","$37,782","$36,623","$32,616","$40,366"
"10","6","Mohawk Valley","31-9096","Veterinary Assistants and Laboratory Animal Caretakers","130","$40,274","$38,395","$35,899","$42,462"
"10","6","Mohawk Valley","31-9097","Phlebotomists","110","$43,809","$43,481","$37,199","$47,114"
"10","6","Mohawk Valley","31-9099","Healthcare Support Workers, All Other","80","$51,173","$48,992","$39,019","$57,250"
"10","6","Mohawk Valley","33-0000","Protective Service Occupations","5,610","$64,923","$63,604","$41,484","$76,642"
"10","6","Mohawk Valley","33-1011","First-Line Supervisors of Correctional Officers","170","$89,687","$90,729","$73,688","$97,687"
"10","6","Mohawk Valley","33-1012","First-Line Supervisors of Police and Detectives","180","$102,028","$95,473","$75,495","$115,293"
"10","6","Mohawk Valley","33-1021","First-Line Supervisors of Fire Fighting and Prevention Workers","90","$95,030","$91,731","$87,125","$98,983"
"10","6","Mohawk Valley","33-1091","First-Line Supervisors of Security Workers","110","$60,370","$61,886","$45,871","$67,619"
"10","6","Mohawk Valley","33-1099","First-Line Supervisors of Protective Service Workers, All Other",,"$76,654","$60,950","$51,587","$89,188"
"10","6","Mohawk Valley","33-2011","Firefighters","220","$70,931","$75,245","$58,565","$77,114"
"10","6","Mohawk Valley","33-2021","Fire Inspectors and Investigators",,"$78,505","$74,815","$65,888","$84,814"
"10","6","Mohawk Valley","33-3011","Bailiffs","120","$70,347","$76,595","$41,670","$84,684"
"10","6","Mohawk Valley","33-3012","Correctional Officers and Jailers","1,600","$68,448","$70,657","$55,915","$74,716"
"10","6","Mohawk Valley","33-3021","Detectives and Criminal Investigators","180","$95,113","$96,017","$66,529","$109,406"
"10","6","Mohawk Valley","33-3031","Fish and Game Wardens",,"$78,003","$77,114","$65,805","$84,102"
"10","6","Mohawk Valley","33-3041","Parking Enforcement Workers",,"$54,012","$55,211","$41,601","$60,218"
"10","6","Mohawk Valley","33-3051","Police and Sheriff's Patrol Officers","1,070","$70,286","$63,456","$49,969","$80,445"
"10","6","Mohawk Valley","33-9011","Animal Control Workers","70","$69,946","$50,402","$36,413","$86,712"
"10","6","Mohawk Valley","33-9021","Private Detectives and Investigators",,"$55,926","$49,542","$40,500","$63,639"
"10","6","Mohawk Valley","33-9032","Security Guards","1,110","$47,191","$43,025","$35,286","$53,142"
"10","6","Mohawk Valley","33-9091","Crossing Guards","120","$48,640","$36,729","$32,240","$56,868"
"10","6","Mohawk Valley","33-9092","Lifeguards, Ski Patrol, and Other Recreational Protective Service","90","$35,399","$35,222","$32,911","$36,643"
"10","6","Mohawk Valley","33-9094","School Bus Monitors","280","$36,440","$35,145","$32,580","$38,370"
"10","6","Mohawk Valley","33-9099","Protective Service Workers, All Other",,"$57,152","$47,574","$43,348","$64,054"
"10","6","Mohawk Valley","35-0000","Food Preparation and Serving Related Occupations","15,310","$41,427","$35,991","$32,250","$46,016"
"10","6","Mohawk Valley","35-1011","Chefs and Head Cooks","260","$69,258","$62,135","$48,303","$79,734"
"10","6","Mohawk Valley","35-1012","First-Line Supervisors of Food Preparation and Serving Workers","1,330","$46,381","$42,608","$36,055","$51,544"
"10","6","Mohawk Valley","35-2011","Cooks, Fast Food","430","$35,237","$32,240","$32,240","$36,812"
"10","6","Mohawk Valley","35-2012","Cooks, Institution and Cafeteria","530","$41,394","$39,019","$35,748","$44,217"
"10","6","Mohawk Valley","35-2014","Cooks, Restaurant","1,120","$41,326","$38,797","$33,947","$45,015"
"10","6","Mohawk Valley","35-2015","Cooks, Short Order","450","$37,003","$34,947","$32,273","$39,368"
"10","6","Mohawk Valley","35-2021","Food Preparation Workers","910","$36,196","$34,425","$32,240","$38,247"
"10","6","Mohawk Valley","35-3011","Bartenders","1,150","$49,979","$44,373","$32,609","$58,664"
"10","6","Mohawk Valley","35-3023","Fast Food and Counter Workers","4,070","$34,624","$33,680","$32,240","$35,892"
"10","6","Mohawk Valley","35-3031","Waiters and Waitresses","2,450","$52,475","$47,970","$33,485","$61,969"
"10","6","Mohawk Valley","35-3041","Food Servers, Nonrestaurant","560","$35,304","$33,894","$32,240","$36,865"
"10","6","Mohawk Valley","35-9011","Dining Room and Cafeteria Attendants and Bartender Helpers","1,100","$36,840","$32,856","$32,240","$39,212"
"10","6","Mohawk Valley","35-9021","Dishwashers","620","$35,377","$33,307","$32,240","$37,021"
"10","6","Mohawk Valley","35-9031","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","330","$37,957","$35,200","$32,240","$40,876"
"10","6","Mohawk Valley","37-0000","Building and Grounds Cleaning and Maintenance Occupations","5,510","$40,207","$37,226","$33,017","$43,802"
"10","6","Mohawk Valley","37-1011","First-Line Supervisors of Housekeeping and Janitorial Workers","200","$54,141","$52,703","$39,827","$61,298"
"10","6","Mohawk Valley","37-1012","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","90","$58,256","$58,804","$43,199","$65,785"
"10","6","Mohawk Valley","37-2011","Janitors and Cleaners, Except Maids and Housekeeping Cleaners","3,200","$39,016","$36,620","$32,893","$42,076"
"10","6","Mohawk Valley","37-2012","Maids and Housekeeping Cleaners","960","$37,255","$35,528","$32,240","$39,781"
"10","6","Mohawk Valley","37-3011","Landscaping and Groundskeeping Workers","1,010","$41,497","$38,560","$34,366","$45,063"
"10","6","Mohawk Valley","37-3013","Tree Trimmers and Pruners",,"$59,545","$55,568","$45,095","$66,771"
"10","6","Mohawk Valley","39-0000","Personal Care and Service Occupations","4,190","$43,659","$35,695","$32,240","$49,444"
"10","6","Mohawk Valley","39-1014","First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",,"$46,658","$45,303","$35,398","$52,289"
"10","6","Mohawk Valley","39-1022","First-Line Supervisors of Personal Service Workers","180","$54,633","$51,578","$41,512","$61,194"
"10","6","Mohawk Valley","39-2021","Nonfarm Animal Caretakers","310","$37,248","$35,664","$32,456","$39,643"
"10","6","Mohawk Valley","39-3031","Ushers, Lobby Attendants, and Ticket Takers","60","$33,316","$32,240","$32,240","$33,931"
"10","6","Mohawk Valley","39-3091","Amusement and Recreation Attendants","200","$35,992","$32,643","$32,240","$37,944"
"10","6","Mohawk Valley","39-4021","Funeral Attendants","70","$36,486","$36,156","$32,240","$38,680"
"10","6","Mohawk Valley","39-4031","Morticians, Undertakers, and Funeral Directors","60","$65,066","$62,741","$42,229","$76,483"
"10","6","Mohawk Valley","39-5012","Hairdressers, Hairstylists, and Cosmetologists","170","$39,588","$32,240","$32,240","$43,339"
"10","6","Mohawk Valley","39-5092","Manicurists and Pedicurists","260","$33,389","$32,240","$32,240","$34,040"
"10","6","Mohawk Valley","39-5094","Skincare Specialists","50","$104,497","$53,478","$35,966","$138,762"
"10","6","Mohawk Valley","39-6012","Concierges",,"$40,887","$40,739","$32,335","$45,164"
"10","6","Mohawk Valley","39-7010","Tour and Travel Guides","60","$34,736","$32,240","$32,240","$36,061"
"10","6","Mohawk Valley","39-9011","Childcare Workers","870","$35,647","$34,538","$32,240","$37,428"
"10","6","Mohawk Valley","39-9031","Fitness Trainers and Aerobics Instructors","220","$58,796","$45,165","$34,030","$71,180"
"10","6","Mohawk Valley","39-9032","Recreation Workers","380","$38,069","$34,557","$32,240","$41,061"
"10","6","Mohawk Valley","39-9041","Residential Advisors","140","$44,869","$42,983","$38,023","$48,293"
"10","6","Mohawk Valley","41-0000","Sales and Related Occupations","14,870","$48,979","$35,762","$32,240","$57,445"
"10","6","Mohawk Valley","41-1011","First-Line Supervisors of Retail Sales Workers","1,360","$56,484","$50,744","$37,984","$65,733"
"10","6","Mohawk Valley","41-1012","First-Line Supervisors of Non-Retail Sales Workers","210","$103,598","$92,341","$65,700","$122,546"
"10","6","Mohawk Valley","41-2011","Cashiers","4,750","$33,692","$32,240","$32,240","$34,585"
"10","6","Mohawk Valley","41-2012","Gaming Change Persons and Booth Cashiers","200","$57,470","$47,190","$39,437","$66,486"
"10","6","Mohawk Valley","41-2021","Counter and Rental Clerks","430","$47,392","$39,370","$32,549","$54,814"
"10","6","Mohawk Valley","41-2022","Parts Salespersons","270","$45,351","$40,771","$34,658","$50,699"
"10","6","Mohawk Valley","41-2031","Retail Salespersons","4,900","$39,637","$34,972","$32,240","$43,477"
"10","6","Mohawk Valley","41-3011","Advertising Sales Agents","60","$69,306","$59,640","$35,300","$86,308"
"10","6","Mohawk Valley","41-3021","Insurance Sales Agents","410","$93,856","$66,062","$46,739","$117,415"
"10","6","Mohawk Valley","41-3031","Securities, Commodities, and Financial Services Sales Agents","220","$103,432","$85,448","$55,827","$127,235"
"10","6","Mohawk Valley","41-3041","Travel Agents",,"$46,773","$42,253","$35,686","$52,316"
"10","6","Mohawk Valley","41-3091","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","630","$79,025","$65,994","$41,560","$97,757"
"10","6","Mohawk Valley","41-4011","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","80","$153,900","$117,715","$67,596","$197,052"
"10","6","Mohawk Valley","41-4012","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","1,130","$79,544","$65,419","$45,548","$96,544"
"10","6","Mohawk Valley","41-9022","Real Estate Sales Agents","70","$84,701","$76,371","$36,280","$108,912"
"10","6","Mohawk Valley","41-9031","Sales Engineers",,"$105,901","$102,056","$75,203","$121,248"
"10","6","Mohawk Valley","41-9099","Sales and Related Workers, All Other",,"$36,612","$32,240","$32,240","$38,967"
"10","6","Mohawk Valley","43-0000","Office and Administrative Support Occupations","23,320","$49,617","$46,546","$36,188","$56,332"
"10","6","Mohawk Valley","43-1011","First-Line Supervisors of Office and Administrative Support Workers","1,530","$70,688","$66,029","$50,324","$80,871"
"10","6","Mohawk Valley","43-2011","Switchboard Operators, Including Answering Service","60","$40,857","$40,121","$35,273","$43,649"
"10","6","Mohawk Valley","43-3011","Bill and Account Collectors","100","$48,558","$47,169","$40,787","$52,444"
"10","6","Mohawk Valley","43-3021","Billing and Posting Clerks","670","$49,656","$47,472","$40,723","$54,122"
"10","6","Mohawk Valley","43-3031","Bookkeeping, Accounting, and Auditing Clerks","2,560","$50,338","$48,439","$38,531","$56,243"
"10","6","Mohawk Valley","43-3051","Payroll and Timekeeping Clerks","200","$54,272","$51,883","$41,139","$60,839"
"10","6","Mohawk Valley","43-3061","Procurement Clerks","60","$47,673","$45,067","$37,552","$52,734"
"10","6","Mohawk Valley","43-3071","Tellers","530","$40,573","$39,730","$36,804","$42,458"
"10","6","Mohawk Valley","43-3099","Financial Clerks, All Other",,"$47,799","$45,575","$39,642","$51,877"
"10","6","Mohawk Valley","43-4031","Court, Municipal, and License Clerks","430","$51,200","$46,425","$36,690","$58,455"
"10","6","Mohawk Valley","43-4051","Customer Service Representatives","2,670","$47,141","$44,484","$34,788","$53,317"
"10","6","Mohawk Valley","43-4061","Eligibility Interviewers, Government Programs",,"$50,147","$45,945","$40,489","$54,977"
"10","6","Mohawk Valley","43-4071","File Clerks","60","$40,594","$38,282","$33,469","$44,156"
"10","6","Mohawk Valley","43-4081","Hotel, Motel, and Resort Desk Clerks","290","$38,197","$35,976","$32,842","$40,876"
"10","6","Mohawk Valley","43-4111","Interviewers, Except Eligibility and Loan","190","$43,271","$40,425","$36,827","$46,493"
"10","6","Mohawk Valley","43-4121","Library Assistants, Clerical","170","$36,518","$33,581","$32,240","$38,841"
"10","6","Mohawk Valley","43-4131","Loan Interviewers and Clerks","60","$47,641","$46,189","$40,131","$51,397"
"10","6","Mohawk Valley","43-4141","New Accounts Clerks","170","$48,187","$47,839","$42,646","$50,957"
"10","6","Mohawk Valley","43-4151","Order Clerks","60","$46,420","$44,543","$36,558","$51,351"
"10","6","Mohawk Valley","43-4161","Human Resources Assistants, Except Payroll and Timekeeping","140","$50,311","$49,770","$39,234","$55,849"
"10","6","Mohawk Valley","43-4171","Receptionists and Information Clerks","1,260","$39,507","$38,079","$33,536","$42,492"
"10","6","Mohawk Valley","43-4181","Reservation and Transportation Ticket Agents and Travel Clerks",,"$40,714","$38,887","$32,447","$44,849"
"10","6","Mohawk Valley","43-4199","Information and Record Clerks, All Other","70","$53,917","$52,567","$40,573","$60,588"
"10","6","Mohawk Valley","43-5011","Cargo and Freight Agents","60","$57,869","$59,428","$43,639","$64,984"
"10","6","Mohawk Valley","43-5021","Couriers and Messengers","150","$35,916","$32,941","$32,240","$37,819"
"10","6","Mohawk Valley","43-5031","Police, Fire, and Ambulance Dispatchers","160","$47,170","$44,900","$40,180","$50,665"
"10","6","Mohawk Valley","43-5032","Dispatchers, Except Police, Fire, and Ambulance","190","$50,203","$47,724","$34,181","$58,215"
"10","6","Mohawk Valley","43-5041","Meter Readers, Utilities",,"$55,738","$50,249","$44,675","$61,270"
"10","6","Mohawk Valley","43-5051","Postal Service Clerks","210","$60,268","$61,322","$47,493","$66,655"
"10","6","Mohawk Valley","43-5052","Postal Service Mail Carriers","540","$61,269","$58,070","$45,061","$69,373"
"10","6","Mohawk Valley","43-5053","Postal Service Mail Sorters, Processors, and Processing Machine Operators",,"$60,909","$56,084","$49,064","$66,831"
"10","6","Mohawk Valley","43-5061","Production, Planning, and Expediting Clerks","820","$53,993","$50,005","$40,049","$60,965"
"10","6","Mohawk Valley","43-5071","Shipping, Receiving, and Traffic Clerks","980","$46,266","$44,086","$36,246","$51,277"
"10","6","Mohawk Valley","43-6011","Executive Secretaries and Executive Administrative Assistants","720","$73,086","$69,798","$54,740","$82,259"
"10","6","Mohawk Valley","43-6012","Legal Secretaries","180","$50,457","$46,009","$41,136","$55,117"
"10","6","Mohawk Valley","43-6013","Medical Secretaries","770","$42,858","$40,786","$36,892","$45,841"
"10","6","Mohawk Valley","43-6014","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","2,390","$46,683","$45,877","$36,473","$51,788"
